TransactionID,CustomerID,TransactionDate,OrderValue,ItemsCount,Category
TX103589,C0768,2025-10-29 00:00:00,64.82,3,Apparel
TX101263,C0280,2025-10-30 00:00:00,98.82,4,Electronics
TX101595,C0354,2025-10-30 00:00:00,406.17,9,Electronics
TX102260,C0480,2025-10-30 00:00:00,101.41,8,Apparel
TX102274,C0482,2025-10-30 00:00:00,107.18,3,Home & Kitchen
TX102936,C0620,2025-10-30 00:00:00,195.8,4,Electronics
TX103215,C0681,2025-10-30 00:00:00,134.46,5,Home & Kitchen
TX103238,C0687,2025-10-30 00:00:00,46.07,2,Sports & Outdoors
TX103395,C0722,2025-10-30 00:00:00,36.7,5,Sports & Outdoors
TX103666,C0784,2025-10-30 00:00:00,83.46,2,Apparel
TX103758,C0805,2025-10-30 00:00:00,201.32,9,Apparel
TX103803,C0818,2025-10-30 00:00:00,69.92,2,Sports & Outdoors
TX104122,C0893,2025-10-30 00:00:00,144.79,3,Electronics
TX104214,C0912,2025-10-30 00:00:00,196.2,8,Beauty & Personal Care
TX104599,C0991,2025-10-30 00:00:00,193.48,9,Books
TX100254,C0059,2025-10-31 00:00:00,50.81,4,Home & Kitchen
TX100964,C0215,2025-10-31 00:00:00,24.38,2,Apparel
TX101478,C0323,2025-10-31 00:00:00,206.73,4,Electronics
TX101636,C0364,2025-10-31 00:00:00,52.5,2,Electronics
TX102487,C0524,2025-10-31 00:00:00,99.57,3,Electronics
TX102640,C0560,2025-10-31 00:00:00,41.72,2,Beauty & Personal Care
TX103634,C0776,2025-10-31 00:00:00,93.79,5,Home & Kitchen
TX104246,C0918,2025-10-31 00:00:00,27.37,5,Apparel
TX100977,C0219,2025-11-01 00:00:00,112.72,7,Beauty & Personal Care
TX101258,C0279,2025-11-01 00:00:00,94.05,5,Books
TX101816,C0395,2025-11-01 00:00:00,34.04,4,Electronics
TX102188,C0469,2025-11-01 00:00:00,315.78,7,Apparel
TX103752,C0803,2025-11-01 00:00:00,50.19,5,Apparel
TX103963,C0856,2025-11-01 00:00:00,81.97,3,Apparel
TX100299,C0071,2025-11-02 00:00:00,26.62,1,Books
TX101394,C0312,2025-11-02 00:00:00,91.2,1,Apparel
TX101465,C0323,2025-11-02 00:00:00,497.6,9,Sports & Outdoors
TX101738,C0381,2025-11-02 00:00:00,85.04,1,Electronics
TX102582,C0545,2025-11-02 00:00:00,229.05,9,Apparel
TX103941,C0850,2025-11-02 00:00:00,78.33,2,Electronics
TX102104,C0454,2025-11-03 00:00:00,157.07,5,Beauty & Personal Care
TX100367,C0090,2025-11-04 00:00:00,84.6,3,Home & Kitchen
TX100726,C0163,2025-11-04 00:00:00,81.79,2,Apparel
TX100807,C0178,2025-11-04 00:00:00,382.86,3,Electronics
TX100959,C0214,2025-11-04 00:00:00,85.02,2,Home & Kitchen
TX101799,C0393,2025-11-04 00:00:00,82.85,3,Electronics
TX102284,C0484,2025-11-04 00:00:00,223.72,8,Home & Kitchen
TX103209,C0680,2025-11-04 00:00:00,85.08,1,Home & Kitchen
TX103751,C0802,2025-11-04 00:00:00,64.9,1,Apparel
TX104117,C0893,2025-11-04 00:00:00,79.56,3,Beauty & Personal Care
TX100193,C0050,2025-11-05 00:00:00,106.99,9,Beauty & Personal Care
TX101232,C0274,2025-11-05 00:00:00,159.41,7,Home & Kitchen
TX101320,C0292,2025-11-05 00:00:00,96.57,2,Apparel
TX102726,C0581,2025-11-05 00:00:00,61.44,3,Home & Kitchen
TX103103,C0661,2025-11-05 00:00:00,247.66,10,Books
TX103858,C0828,2025-11-05 00:00:00,24.03,4,Home & Kitchen
TX104583,C0989,2025-11-05 00:00:00,37.56,5,Home & Kitchen
TX100435,C0100,2025-11-06 00:00:00,314.59,5,Books
TX100548,C0125,2025-11-06 00:00:00,80.16,4,Electronics
TX100550,C0125,2025-11-06 00:00:00,57.15,3,Apparel
TX100553,C0126,2025-11-06 00:00:00,94.78,4,Electronics
TX101467,C0323,2025-11-06 00:00:00,289.07,6,Apparel
TX101537,C0338,2025-11-06 00:00:00,102.93,6,Apparel
TX101681,C0374,2025-11-06 00:00:00,159.29,3,Electronics
TX102587,C0546,2025-11-06 00:00:00,33.01,5,Apparel
TX102690,C0575,2025-11-06 00:00:00,482.99,6,Home & Kitchen
TX103067,C0653,2025-11-06 00:00:00,84.04,1,Electronics
TX103088,C0659,2025-11-06 00:00:00,88.88,4,Electronics
TX103171,C0671,2025-11-06 00:00:00,37.1,5,Books
TX103412,C0726,2025-11-06 00:00:00,412.82,8,Electronics
TX103578,C0765,2025-11-06 00:00:00,193.29,3,Electronics
TX103725,C0800,2025-11-06 00:00:00,214.28,5,Electronics
TX104325,C0940,2025-11-06 00:00:00,198.2,3,Beauty & Personal Care
TX100129,C0032,2025-11-07 00:00:00,21.2,1,Apparel
TX101143,C0251,2025-11-07 00:00:00,72.9,1,Apparel
TX101323,C0293,2025-11-07 00:00:00,43.2,5,Electronics
TX101516,C0332,2025-11-07 00:00:00,82.53,5,Beauty & Personal Care
TX102509,C0527,2025-11-07 00:00:00,232.77,5,Electronics
TX102695,C0575,2025-11-07 00:00:00,393.35,10,Electronics
TX102895,C0614,2025-11-07 00:00:00,169.22,5,Home & Kitchen
TX103611,C0771,2025-11-07 00:00:00,228.85,9,Apparel
TX103799,C0816,2025-11-07 00:00:00,119.29,3,Sports & Outdoors
TX100191,C0050,2025-11-08 00:00:00,39.88,3,Electronics
TX101445,C0319,2025-11-08 00:00:00,161.84,4,Sports & Outdoors
TX101862,C0413,2025-11-08 00:00:00,61.23,5,Home & Kitchen
TX103594,C0769,2025-11-08 00:00:00,446.59,6,Electronics
TX103657,C0782,2025-11-08 00:00:00,171.11,5,Apparel
TX103932,C0848,2025-11-08 00:00:00,114.0,9,Sports & Outdoors
TX104024,C0874,2025-11-08 00:00:00,182.93,3,Books
TX104251,C0921,2025-11-08 00:00:00,93.09,1,Home & Kitchen
TX100235,C0057,2025-11-09 00:00:00,144.33,3,Apparel
TX102181,C0468,2025-11-09 00:00:00,219.69,10,Electronics
TX102687,C0575,2025-11-09 00:00:00,345.13,7,Electronics
TX103626,C0775,2025-11-09 00:00:00,202.62,7,Beauty & Personal Care
TX104276,C0928,2025-11-09 00:00:00,115.49,3,Electronics
TX104554,C0985,2025-11-09 00:00:00,254.44,7,Home & Kitchen
TX100087,C0023,2025-11-10 00:00:00,178.79,9,Apparel
TX100764,C0172,2025-11-10 00:00:00,172.62,10,Electronics
TX101774,C0387,2025-11-10 00:00:00,73.95,5,Books
TX103134,C0664,2025-11-10 00:00:00,177.63,4,Apparel
TX103358,C0714,2025-11-10 00:00:00,311.94,6,Apparel
TX104258,C0923,2025-11-10 00:00:00,105.75,5,Sports & Outdoors
TX100602,C0138,2025-11-11 00:00:00,193.67,8,Sports & Outdoors
TX100635,C0145,2025-11-11 00:00:00,373.08,7,Apparel
TX100844,C0190,2025-11-11 00:00:00,105.68,9,Apparel
TX101565,C0343,2025-11-11 00:00:00,302.79,6,Electronics
TX101784,C0390,2025-11-11 00:00:00,38.46,3,Apparel
TX103207,C0680,2025-11-11 00:00:00,237.63,10,Apparel
TX103559,C0759,2025-11-11 00:00:00,64.88,1,Apparel
TX103603,C0770,2025-11-11 00:00:00,89.15,4,Apparel
TX103934,C0848,2025-11-11 00:00:00,94.69,5,Books
TX104124,C0893,2025-11-11 00:00:00,146.31,9,Electronics
TX104182,C0903,2025-11-11 00:00:00,75.87,5,Apparel
TX104326,C0940,2025-11-11 00:00:00,440.64,3,Beauty & Personal Care
TX104396,C0955,2025-11-11 00:00:00,81.05,1,Apparel
TX104563,C0985,2025-11-11 00:00:00,279.82,8,Home & Kitchen
TX100185,C0048,2025-11-12 00:00:00,88.52,4,Apparel
TX101134,C0250,2025-11-12 00:00:00,286.78,10,Books
TX101266,C0280,2025-11-12 00:00:00,216.12,10,Beauty & Personal Care
TX101373,C0307,2025-11-12 00:00:00,432.81,8,Sports & Outdoors
TX102874,C0607,2025-11-12 00:00:00,51.06,3,Home & Kitchen
TX103591,C0769,2025-11-12 00:00:00,303.43,7,Electronics
TX103659,C0782,2025-11-12 00:00:00,134.65,3,Home & Kitchen
TX104280,C0930,2025-11-12 00:00:00,27.51,2,Home & Kitchen
TX104418,C0958,2025-11-12 00:00:00,149.59,3,Electronics
TX100211,C0055,2025-11-13 00:00:00,376.67,4,Electronics
TX100486,C0110,2025-11-13 00:00:00,152.36,10,Electronics
TX101894,C0418,2025-11-13 00:00:00,65.25,5,Home & Kitchen
TX102363,C0499,2025-11-13 00:00:00,230.16,3,Apparel
TX102455,C0516,2025-11-13 00:00:00,303.11,7,Electronics
TX102976,C0626,2025-11-13 00:00:00,105.43,5,Books
TX103278,C0696,2025-11-13 00:00:00,258.22,8,Apparel
TX103570,C0765,2025-11-13 00:00:00,83.73,1,Apparel
TX103593,C0769,2025-11-13 00:00:00,395.81,10,Electronics
TX103797,C0816,2025-11-13 00:00:00,239.84,8,Electronics
TX103915,C0842,2025-11-13 00:00:00,93.51,3,Books
TX104005,C0869,2025-11-13 00:00:00,486.01,7,Electronics
TX104629,C0995,2025-11-13 00:00:00,29.2,2,Beauty & Personal Care
TX100976,C0218,2025-11-14 00:00:00,13.19,2,Apparel
TX101068,C0239,2025-11-14 00:00:00,205.0,10,Home & Kitchen
TX101170,C0260,2025-11-14 00:00:00,197.42,7,Apparel
TX101205,C0269,2025-11-14 00:00:00,246.41,9,Apparel
TX101206,C0269,2025-11-14 00:00:00,226.96,7,Apparel
TX101945,C0424,2025-11-14 00:00:00,54.13,3,Sports & Outdoors
TX102322,C0493,2025-11-14 00:00:00,198.18,4,Electronics
TX102497,C0525,2025-11-14 00:00:00,89.25,1,Beauty & Personal Care
TX103294,C0698,2025-11-14 00:00:00,342.93,10,Electronics
TX103459,C0737,2025-11-14 00:00:00,100.95,5,Electronics
TX103479,C0741,2025-11-14 00:00:00,37.77,5,Beauty & Personal Care
TX103916,C0842,2025-11-14 00:00:00,109.34,8,Books
TX104241,C0917,2025-11-14 00:00:00,102.29,8,Books
TX100622,C0140,2025-11-15 00:00:00,30.78,2,Sports & Outdoors
TX101644,C0366,2025-11-15 00:00:00,20.69,1,Home & Kitchen
TX102193,C0469,2025-11-15 00:00:00,380.95,8,Home & Kitchen
TX103154,C0667,2025-11-15 00:00:00,498.64,7,Home & Kitchen
TX103410,C0726,2025-11-15 00:00:00,476.49,3,Apparel
TX104480,C0971,2025-11-15 00:00:00,20.29,1,Sports & Outdoors
TX100050,C0012,2025-11-16 00:00:00,34.93,3,Electronics
TX100805,C0178,2025-11-16 00:00:00,354.98,10,Apparel
TX101577,C0348,2025-11-16 00:00:00,35.07,3,Apparel
TX101790,C0391,2025-11-16 00:00:00,90.76,3,Electronics
TX102998,C0633,2025-11-16 00:00:00,56.2,3,Electronics
TX103496,C0746,2025-11-16 00:00:00,61.02,2,Books
TX103874,C0832,2025-11-16 00:00:00,446.99,4,Home & Kitchen
TX104263,C0925,2025-11-16 00:00:00,89.35,3,Electronics
TX104415,C0958,2025-11-16 00:00:00,85.37,2,Electronics
TX104535,C0980,2025-11-16 00:00:00,90.67,2,Electronics
TX100186,C0048,2025-11-17 00:00:00,87.01,1,Electronics
TX100637,C0145,2025-11-17 00:00:00,428.96,3,Electronics
TX102683,C0574,2025-11-17 00:00:00,73.91,4,Sports & Outdoors
TX103018,C0638,2025-11-17 00:00:00,46.17,4,Electronics
TX103832,C0823,2025-11-17 00:00:00,101.52,8,Apparel
TX103920,C0843,2025-11-17 00:00:00,93.67,5,Home & Kitchen
TX104212,C0912,2025-11-17 00:00:00,182.86,10,Electronics
TX104281,C0930,2025-11-17 00:00:00,64.23,3,Electronics
TX100078,C0019,2025-11-18 00:00:00,29.05,2,Beauty & Personal Care
TX100098,C0024,2025-11-18 00:00:00,138.06,8,Electronics
TX100365,C0090,2025-11-18 00:00:00,104.41,9,Apparel
TX100883,C0196,2025-11-18 00:00:00,115.74,6,Home & Kitchen
TX100893,C0198,2025-11-18 00:00:00,110.92,7,Electronics
TX101671,C0371,2025-11-18 00:00:00,112.88,4,Home & Kitchen
TX102149,C0463,2025-11-18 00:00:00,178.61,9,Beauty & Personal Care
TX102154,C0463,2025-11-18 00:00:00,333.09,9,Electronics
TX103676,C0786,2025-11-18 00:00:00,46.01,5,Home & Kitchen
TX104111,C0891,2025-11-18 00:00:00,76.14,5,Books
TX104566,C0985,2025-11-18 00:00:00,295.77,4,Apparel
TX100021,C0006,2025-11-19 00:00:00,99.96,4,Apparel
TX100848,C0191,2025-11-19 00:00:00,248.83,6,Books
TX101622,C0358,2025-11-19 00:00:00,119.58,3,Books
TX101713,C0379,2025-11-19 00:00:00,429.12,10,Beauty & Personal Care
TX103357,C0714,2025-11-19 00:00:00,278.8,4,Electronics
TX104132,C0894,2025-11-19 00:00:00,429.93,9,Apparel
TX104287,C0931,2025-11-19 00:00:00,78.07,4,Apparel
TX104605,C0992,2025-11-19 00:00:00,93.14,1,Books
TX104607,C0992,2025-11-19 00:00:00,41.54,4,Beauty & Personal Care
TX100243,C0058,2025-11-20 00:00:00,213.8,5,Beauty & Personal Care
TX102261,C0480,2025-11-20 00:00:00,195.84,6,Apparel
TX102302,C0488,2025-11-20 00:00:00,485.87,6,Sports & Outdoors
TX102963,C0624,2025-11-20 00:00:00,61.08,2,Electronics
TX103029,C0640,2025-11-20 00:00:00,57.68,1,Beauty & Personal Care
TX101190,C0265,2025-11-21 00:00:00,194.62,5,Beauty & Personal Care
TX101576,C0348,2025-11-21 00:00:00,29.29,4,Home & Kitchen
TX102141,C0463,2025-11-21 00:00:00,280.24,8,Books
TX102565,C0541,2025-11-21 00:00:00,100.67,4,Electronics
TX102699,C0575,2025-11-21 00:00:00,401.79,10,Apparel
TX103085,C0658,2025-11-21 00:00:00,104.76,10,Sports & Outdoors
TX103405,C0725,2025-11-21 00:00:00,20.93,1,Electronics
TX103876,C0832,2025-11-21 00:00:00,326.19,6,Electronics
TX104344,C0944,2025-11-21 00:00:00,94.67,4,Apparel
TX100109,C0027,2025-11-22 00:00:00,32.68,1,Beauty & Personal Care
TX100703,C0158,2025-11-22 00:00:00,85.96,1,Apparel
TX102382,C0503,2025-11-22 00:00:00,135.01,3,Apparel
TX102905,C0614,2025-11-22 00:00:00,490.38,8,Apparel
TX102914,C0616,2025-11-22 00:00:00,46.71,5,Apparel
TX102938,C0620,2025-11-22 00:00:00,68.32,3,Apparel
TX103087,C0658,2025-11-22 00:00:00,20.51,1,Apparel
TX103330,C0707,2025-11-22 00:00:00,232.13,9,Apparel
TX103835,C0824,2025-11-22 00:00:00,51.1,5,Apparel
TX101196,C0268,2025-11-23 00:00:00,28.67,4,Home & Kitchen
TX101570,C0345,2025-11-23 00:00:00,97.33,3,Beauty & Personal Care
TX102266,C0480,2025-11-23 00:00:00,126.16,7,Apparel
TX103457,C0737,2025-11-23 00:00:00,111.2,5,Electronics
TX103755,C0804,2025-11-23 00:00:00,106.62,8,Beauty & Personal Care
TX104237,C0916,2025-11-23 00:00:00,80.06,4,Home & Kitchen
TX104595,C0991,2025-11-23 00:00:00,86.35,5,Beauty & Personal Care
TX100650,C0146,2025-11-24 00:00:00,136.06,3,Apparel
TX101765,C0385,2025-11-24 00:00:00,212.08,3,Electronics
TX101810,C0394,2025-11-24 00:00:00,262.67,7,Electronics
TX102143,C0463,2025-11-24 00:00:00,276.12,9,Electronics
TX102515,C0529,2025-11-24 00:00:00,71.8,5,Apparel
TX102731,C0582,2025-11-24 00:00:00,134.96,4,Apparel
TX103444,C0734,2025-11-24 00:00:00,88.43,1,Apparel
TX103448,C0734,2025-11-24 00:00:00,115.94,10,Beauty & Personal Care
TX103522,C0751,2025-11-24 00:00:00,162.79,7,Apparel
TX103701,C0794,2025-11-24 00:00:00,340.4,10,Electronics
TX103795,C0815,2025-11-24 00:00:00,403.19,5,Electronics
TX104353,C0947,2025-11-24 00:00:00,77.55,3,Apparel
TX104555,C0985,2025-11-24 00:00:00,427.57,5,Apparel
TX100280,C0068,2025-11-25 00:00:00,55.74,1,Apparel
TX100462,C0104,2025-11-25 00:00:00,190.02,7,Beauty & Personal Care
TX100606,C0138,2025-11-25 00:00:00,248.26,6,Electronics
TX101151,C0255,2025-11-25 00:00:00,101.59,4,Home & Kitchen
TX101275,C0283,2025-11-25 00:00:00,242.93,10,Beauty & Personal Care
TX101321,C0292,2025-11-25 00:00:00,74.95,1,Apparel
TX102590,C0548,2025-11-25 00:00:00,201.81,9,Books
TX102891,C0614,2025-11-25 00:00:00,432.45,4,Books
TX103007,C0636,2025-11-25 00:00:00,109.77,8,Books
TX103131,C0663,2025-11-25 00:00:00,229.66,5,Electronics
TX104274,C0928,2025-11-25 00:00:00,21.6,2,Apparel
TX104409,C0957,2025-11-25 00:00:00,89.98,4,Apparel
TX100496,C0111,2025-11-26 00:00:00,86.71,2,Electronics
TX101540,C0339,2025-11-26 00:00:00,97.24,5,Apparel
TX101727,C0379,2025-11-26 00:00:00,214.45,10,Electronics
TX102925,C0619,2025-11-26 00:00:00,185.77,5,Electronics
TX103185,C0677,2025-11-26 00:00:00,75.6,1,Books
TX103877,C0832,2025-11-26 00:00:00,469.51,9,Home & Kitchen
TX104129,C0894,2025-11-26 00:00:00,374.56,10,Home & Kitchen
TX104494,C0974,2025-11-26 00:00:00,94.66,2,Apparel
TX100079,C0020,2025-11-27 00:00:00,86.09,4,Apparel
TX100564,C0128,2025-11-27 00:00:00,241.89,6,Books
TX100759,C0172,2025-11-27 00:00:00,332.31,9,Home & Kitchen
TX102251,C0478,2025-11-27 00:00:00,187.59,6,Home & Kitchen
TX102733,C0582,2025-11-27 00:00:00,198.5,8,Home & Kitchen
TX103198,C0678,2025-11-27 00:00:00,352.05,6,Books
TX103349,C0713,2025-11-27 00:00:00,109.05,9,Home & Kitchen
TX103838,C0824,2025-11-27 00:00:00,119.95,6,Electronics
TX101240,C0277,2025-11-28 00:00:00,434.1,9,Apparel
TX101464,C0322,2025-11-28 00:00:00,43.83,5,Apparel
TX101786,C0390,2025-11-28 00:00:00,95.99,2,Apparel
TX102494,C0525,2025-11-28 00:00:00,71.64,4,Electronics
TX103231,C0685,2025-11-28 00:00:00,73.38,4,Sports & Outdoors
TX103968,C0858,2025-11-28 00:00:00,81.57,2,Sports & Outdoors
TX104454,C0967,2025-11-28 00:00:00,55.6,1,Books
TX104522,C0978,2025-11-28 00:00:00,249.9,10,Apparel
TX101070,C0239,2025-11-29 00:00:00,136.18,5,Apparel
TX102185,C0468,2025-11-29 00:00:00,185.54,5,Electronics
TX102607,C0549,2025-11-29 00:00:00,350.93,3,Books
TX103352,C0714,2025-11-29 00:00:00,163.17,9,Sports & Outdoors
TX103399,C0724,2025-11-29 00:00:00,25.84,2,Apparel
TX103607,C0771,2025-11-29 00:00:00,225.18,10,Electronics
TX100196,C0051,2025-11-30 00:00:00,85.92,2,Home & Kitchen
TX100251,C0058,2025-11-30 00:00:00,315.87,7,Sports & Outdoors
TX100647,C0145,2025-11-30 00:00:00,186.7,3,Apparel
TX101533,C0338,2025-11-30 00:00:00,75.44,2,Apparel
TX102178,C0468,2025-11-30 00:00:00,394.38,10,Electronics
TX102321,C0492,2025-11-30 00:00:00,10.04,1,Electronics
TX103051,C0648,2025-11-30 00:00:00,76.67,5,Apparel
TX103259,C0689,2025-11-30 00:00:00,460.15,6,Books
TX103829,C0822,2025-11-30 00:00:00,78.67,4,Apparel
TX103834,C0823,2025-11-30 00:00:00,44.71,1,Electronics
TX103936,C0849,2025-11-30 00:00:00,69.55,1,Electronics
TX104283,C0930,2025-11-30 00:00:00,89.44,4,Home & Kitchen
TX100088,C0023,2025-12-01 00:00:00,163.57,5,Apparel
TX100179,C0046,2025-12-01 00:00:00,105.46,5,Home & Kitchen
TX100297,C0070,2025-12-01 00:00:00,218.72,3,Books
TX100431,C0099,2025-12-01 00:00:00,81.29,3,Apparel
TX100465,C0106,2025-12-01 00:00:00,55.55,5,Electronics
TX100906,C0201,2025-12-01 00:00:00,72.06,2,Apparel
TX101129,C0250,2025-12-01 00:00:00,404.21,9,Books
TX102194,C0469,2025-12-01 00:00:00,173.39,5,Home & Kitchen
TX103571,C0765,2025-12-01 00:00:00,237.06,7,Apparel
TX103605,C0770,2025-12-01 00:00:00,101.22,3,Electronics
TX104142,C0895,2025-12-01 00:00:00,484.89,10,Apparel
TX100328,C0076,2025-12-02 00:00:00,35.27,5,Home & Kitchen
TX100490,C0110,2025-12-02 00:00:00,63.95,3,Books
TX101270,C0283,2025-12-02 00:00:00,186.86,9,Apparel
TX101339,C0300,2025-12-02 00:00:00,67.9,1,Electronics
TX101781,C0389,2025-12-02 00:00:00,41.93,2,Beauty & Personal Care
TX101846,C0406,2025-12-02 00:00:00,55.18,5,Books
TX102964,C0624,2025-12-02 00:00:00,52.77,5,Electronics
TX100911,C0202,2025-12-03 00:00:00,242.81,9,Home & Kitchen
TX101121,C0249,2025-12-03 00:00:00,43.1,2,Apparel
TX103252,C0689,2025-12-03 00:00:00,425.28,8,Home & Kitchen
TX103754,C0804,2025-12-03 00:00:00,39.93,4,Home & Kitchen
TX101025,C0230,2025-12-04 00:00:00,104.88,5,Apparel
TX101481,C0324,2025-12-04 00:00:00,49.68,4,Sports & Outdoors
TX102052,C0446,2025-12-04 00:00:00,69.05,3,Home & Kitchen
TX102703,C0577,2025-12-04 00:00:00,79.59,1,Books
TX103126,C0663,2025-12-04 00:00:00,87.04,3,Books
TX103498,C0746,2025-12-04 00:00:00,60.73,1,Apparel
TX103841,C0825,2025-12-04 00:00:00,223.45,10,Beauty & Personal Care
TX104453,C0966,2025-12-04 00:00:00,78.03,3,Electronics
TX100439,C0100,2025-12-05 00:00:00,221.31,7,Electronics
TX100735,C0165,2025-12-05 00:00:00,64.4,5,Electronics
TX100843,C0190,2025-12-05 00:00:00,90.04,1,Sports & Outdoors
TX101829,C0401,2025-12-05 00:00:00,118.31,4,Electronics
TX102017,C0441,2025-12-05 00:00:00,209.37,4,Home & Kitchen
TX102271,C0481,2025-12-05 00:00:00,159.8,7,Apparel
TX102365,C0499,2025-12-05 00:00:00,134.02,10,Apparel
TX102926,C0619,2025-12-05 00:00:00,353.0,6,Beauty & Personal Care
TX103188,C0678,2025-12-05 00:00:00,363.03,5,Apparel
TX103244,C0688,2025-12-05 00:00:00,197.13,8,Sports & Outdoors
TX103338,C0709,2025-12-05 00:00:00,40.3,5,Electronics
TX103560,C0759,2025-12-05 00:00:00,111.4,3,Home & Kitchen
TX104064,C0883,2025-12-05 00:00:00,50.47,4,Books
TX104340,C0944,2025-12-05 00:00:00,84.84,2,Books
TX100690,C0155,2025-12-06 00:00:00,300.08,9,Electronics
TX101141,C0250,2025-12-06 00:00:00,474.3,6,Home & Kitchen
TX101469,C0323,2025-12-06 00:00:00,183.39,5,Electronics
TX102462,C0518,2025-12-06 00:00:00,42.06,2,Electronics
TX102769,C0590,2025-12-06 00:00:00,418.43,9,Apparel
TX103243,C0688,2025-12-06 00:00:00,154.88,10,Apparel
TX103269,C0692,2025-12-06 00:00:00,39.4,2,Beauty & Personal Care
TX103615,C0772,2025-12-06 00:00:00,103.27,8,Electronics
TX103996,C0868,2025-12-06 00:00:00,181.17,7,Apparel
TX104206,C0911,2025-12-06 00:00:00,46.8,4,Electronics
TX104209,C0911,2025-12-06 00:00:00,92.89,1,Apparel
TX100071,C0017,2025-12-07 00:00:00,99.57,5,Apparel
TX101285,C0284,2025-12-07 00:00:00,104.02,4,Apparel
TX102347,C0497,2025-12-07 00:00:00,265.55,3,Sports & Outdoors
TX102871,C0607,2025-12-07 00:00:00,27.89,5,Electronics
TX102941,C0620,2025-12-07 00:00:00,202.59,10,Electronics
TX103771,C0810,2025-12-07 00:00:00,72.34,1,Apparel
TX104342,C0944,2025-12-07 00:00:00,122.61,7,Home & Kitchen
TX100532,C0119,2025-12-08 00:00:00,105.85,7,Books
TX100546,C0124,2025-12-08 00:00:00,116.8,4,Home & Kitchen
TX101159,C0258,2025-12-08 00:00:00,66.54,3,Beauty & Personal Care
TX101620,C0358,2025-12-08 00:00:00,87.45,1,Electronics
TX102333,C0496,2025-12-08 00:00:00,94.25,4,Home & Kitchen
TX102637,C0558,2025-12-08 00:00:00,56.78,5,Apparel
TX103351,C0713,2025-12-08 00:00:00,44.43,3,Home & Kitchen
TX103376,C0717,2025-12-08 00:00:00,105.91,5,Electronics
TX103408,C0726,2025-12-08 00:00:00,313.96,4,Books
TX103789,C0815,2025-12-08 00:00:00,390.32,4,Home & Kitchen
TX104166,C0899,2025-12-08 00:00:00,50.11,2,Apparel
TX100279,C0068,2025-12-09 00:00:00,78.17,2,Apparel
TX100368,C0091,2025-12-09 00:00:00,105.31,5,Electronics
TX100379,C0094,2025-12-09 00:00:00,265.25,9,Beauty & Personal Care
TX102451,C0516,2025-12-09 00:00:00,492.04,9,Home & Kitchen
TX102782,C0590,2025-12-09 00:00:00,484.37,9,Books
TX101292,C0285,2025-12-10 00:00:00,80.46,4,Apparel
TX102610,C0549,2025-12-10 00:00:00,440.6,10,Electronics
TX103267,C0692,2025-12-10 00:00:00,99.75,3,Apparel
TX104194,C0906,2025-12-10 00:00:00,42.58,1,Books
TX100130,C0033,2025-12-11 00:00:00,41.94,3,Apparel
TX100822,C0182,2025-12-11 00:00:00,103.24,10,Electronics
TX101013,C0227,2025-12-11 00:00:00,101.07,4,Books
TX101017,C0229,2025-12-11 00:00:00,94.56,4,Apparel
TX101387,C0311,2025-12-11 00:00:00,51.38,1,Apparel
TX101662,C0370,2025-12-11 00:00:00,87.84,3,Beauty & Personal Care
TX101782,C0389,2025-12-11 00:00:00,42.56,1,Books
TX101947,C0425,2025-12-11 00:00:00,70.56,2,Electronics
TX102063,C0448,2025-12-11 00:00:00,229.21,8,Apparel
TX102167,C0466,2025-12-11 00:00:00,223.62,9,Books
TX102544,C0535,2025-12-11 00:00:00,196.45,6,Apparel
TX102955,C0622,2025-12-11 00:00:00,132.42,7,Home & Kitchen
TX103766,C0808,2025-12-11 00:00:00,74.33,1,Sports & Outdoors
TX104135,C0895,2025-12-11 00:00:00,497.99,9,Electronics
TX100217,C0055,2025-12-12 00:00:00,299.07,7,Home & Kitchen
TX100982,C0220,2025-12-12 00:00:00,82.6,1,Beauty & Personal Care
TX101578,C0349,2025-12-12 00:00:00,28.27,4,Electronics
TX101988,C0434,2025-12-12 00:00:00,161.14,9,Electronics
TX102002,C0437,2025-12-12 00:00:00,145.3,9,Apparel
TX100145,C0037,2025-12-13 00:00:00,85.29,1,Sports & Outdoors
TX100300,C0071,2025-12-13 00:00:00,112.01,6,Home & Kitchen
TX100563,C0128,2025-12-13 00:00:00,96.56,5,Apparel
TX101273,C0283,2025-12-13 00:00:00,62.09,3,Electronics
TX101338,C0299,2025-12-13 00:00:00,69.89,1,Apparel
TX101944,C0424,2025-12-13 00:00:00,92.49,1,Home & Kitchen
TX102107,C0454,2025-12-13 00:00:00,65.48,5,Sports & Outdoors
TX103079,C0657,2025-12-13 00:00:00,57.28,1,Apparel
TX103164,C0669,2025-12-13 00:00:00,168.55,9,Beauty & Personal Care
TX104220,C0913,2025-12-13 00:00:00,185.41,3,Electronics
TX104315,C0939,2025-12-13 00:00:00,44.49,4,Apparel
TX100804,C0178,2025-12-14 00:00:00,282.2,7,Electronics
TX101628,C0360,2025-12-14 00:00:00,51.94,3,Home & Kitchen
TX101865,C0413,2025-12-14 00:00:00,63.13,3,Beauty & Personal Care
TX101867,C0414,2025-12-14 00:00:00,121.12,6,Books
TX102577,C0545,2025-12-14 00:00:00,315.3,10,Apparel
TX102789,C0591,2025-12-14 00:00:00,168.5,7,Beauty & Personal Care
TX102865,C0604,2025-12-14 00:00:00,22.48,5,Apparel
